무인교통단속카메라관리번호,시도명,시군명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
P-5719,경기도,고양시,시도,,오금로,3,경기도 고양시 덕양구 오금로 109,경기도 고양시 덕양구 오금동 632번지 우미라피아노 601동 앞,37.66064969,126.9042875,오금동 632번지 우미라피아노 601동 앞,4,0,,2021,경기도 고양시,031-8075-2578,2024-06-10
P-5F28,경기도,고양시,시도,,무원로,3,경기도 고양시 덕양구 무원로 16,경기도 고양시 덕양구 행신동 711,37.61427645,126.8325305,행신동 711 행신3공영주차장 코너,4,0,,2021,경기도 고양시,031-8075-2578,2024-06-10
P-6104,경기도,고양시,시도,,동국로,3,,경기도 고양시 일산동구 식사동 807-4,37.6768453,126.8072744,식사동 814-11 (동국대학교병원 동국대학교병원),4,0,,2012,경기도 고양시,031-8075-2578,2024-06-10
P-7524,경기도,고양시,시도,,주화로,3,경기도 고양시 일산서구 중앙로 1493,경기도 고양시 일산서구 주엽동 138,37.67254415,126.7540063,주엽동 138 (문촌마을12단지진출입로),4,0,,2012,경기도 고양시,031-8075-2578,2024-06-10
P-7729,경기도,고양시,시도,,킨텍스로,3,경기도 고양시 일산서구 킨텍스로 지하 217,경기도 고양시 일산서구 대화동 2607,37.66624826,126.7459032,대화동 2607 킨텍스 지하차도 부근(대화동 2600-3 킨텍스 지하차도 주변),4,0,,2012,경기도 고양시,031-8075-2578,2024-06-10
SP-7747,경기도,고양시,시도,,성저로,3,,경기도 고양시 일산서구 대화동 2403,37.6811174001,126.7533126584,일산서구 대화동 2403 - 아발론어학원 건물 앞,4,0,,2019,경기도 고양시,031-8075-2578,2024-06-10
P-5319,경기도,고양시,시도,,도래울로,3,경기도 고양시 덕양구 의장로 114,경기도 고양시 덕양구 도내동 973,37.6339394,126.8731555,덕양구 도내동 973 (주차빌딩앞),4,0,,2020,경기도 고양시,031-8075-2578,2024-06-10
P-5322,경기도,고양시,시도,,원흥로,3,,경기도 고양시 덕양구 원흥동 690,37.6513214,126.8747733,덕양구 원흥동 690 원흥역 6번 출구,4,0,,2020,경기도 고양시,031-8075-2578,2024-06-10
P-5709,경기도,고양시,시도,,삼송로,3,,경기도 고양시 덕양구 삼송동 16-3,37.65210744,126.8979391,덕양구 삼송동 16-3 현대힐스테이트 103동 앞,4,0,,2020,경기도 고양시,031-8075-2578,2024-06-10
P-5810,경기도,고양시,시도,,동세로,3,,경기도 고양시 덕양구 동산동 44-9,37.64670659,126.8987169,덕양구 동산동 44-9 용사촌 입구,4,0,,2020,경기도 고양시,031-8075-2578,2024-06-10
P-6204,경기도,고양시,시도,,중산로,3,,경기도 고양시 일산동구 중산동 1775,37.6800552,126.7845522,중산동 모당초등학교 후문 모당초등학교 후문,4,0,,2013,경기도 고양시,031-8075-2578,2024-06-10
P-6113,경기도,고양시,시도,,원중길,3,,경기도 고양시 일산동구 식사동 621-10,37.6712067,126.8099394,식사동 621-10 삼거리,4,0,,2022,경기도 고양시,031-8075-2578,2024-06-10
P-7116,경기도,고양시,시도,,일중로,3,,경기도 고양시 일산서구 일산동 655-499,37.6827456644,126.7703450720,일산동 655-499 일산역앞 삼거리,4,0,,2022,경기도 고양시,031-8075-2578,2024-06-10
P-7A01,경기도,고양시,시도,,하이파크1로,3,,경기도 고양시 일산서구 덕이동 산 138-4,37.6958138301,126.7529464358,덕이동 산 138-4 (한산초등학교),4,0,,2022,경기도 고양시,031-8075-2578,2024-06-10
P-7414,경기도,고양시,시도,,탄중로,3,,경기도 고양시 일산서구 탄현동 1528,37.69304019,126.7698538,탄현동 1528 (일산메디누리병원 앞),4,0,,2007,경기도 고양시,031-8075-2578,2024-06-10
P-5404,경기도,고양시,시도,,호국로,3,경기도 고양시 덕양구 호국로 821,경기도 고양시 덕양구 주교동 621-3,37.65895418,126.8385361,덕양구 호국로 816(동양쇼핑 앞 명지캐럿),4,0,,2008,경기도 고양시,031-8075-2578,2024-06-10
P-5E06,경기도,고양시,시도,,지도로,3,경기도 고양시 덕양구 지도로 15,경기도 고양시 덕양구 토당동 866-3,37.6184732,126.8242569,덕양구 토당동 866-3 SK주유소 앞,4,0,,2017,경기도 고양시,031-8075-2578,2024-06-10
P-6943,경기도,고양시,시도,,태극로,3,,경기도 고양시 일산동구 장항동 1088,37.661392,126.753828,일산동구 장항동 1088번지 EBS후문,4,0,,2017,경기도 고양시,031-8075-2578,2024-06-10
P-6214,경기도,고양시,시도,,중산로,3,,경기도 고양시 일산동구 중산동 1674,37.6849255,126.7811032,일산동구 중산동 1674 (안곡초교앞),4,0,,2019,경기도 고양시,031-8075-2578,2024-06-10
P-6716,경기도,고양시,시도,,강석로,3,경기도 고양시 일산동구 강석로 119,경기도 고양시 일산동구 마두동 803,37.65190106,126.7787837,일산동구 마두동 803(뉴삼창주차타워인근),4,0,,2019,경기도 고양시,031-8075-2578,2024-06-10
SP-5A06,경기도,고양시,시도,,통일로,3,경기도 고양시 덕양구 통일로 1132,경기도 고양시 덕양구 내유동 431-7,37.71556258,126.8519554,내유동 431-7 (내유초교),4,0,,2017,경기도 고양시,031-8075-2578,2024-06-10
SP-5D04,경기도,고양시,시도,,성신로,3,경기도 고양시 덕양구 성신로 49,경기도 고양시 덕양구 화정동 1132,37.6282733926,126.8337590732,"화정동 1132 (지도초교, 지도중학교)C",4,0,,2017,경기도 고양시,031-8075-2578,2024-06-10
SP-6112,경기도,고양시,시도,,위시티로,3,,경기도 고양시 일산동구 식사동 679-24,37.6792561,126.8120617,식사동 679-24 (원당농협 위-시티 지점 앞),4,0,,2017,경기도 고양시,031-8075-2578,2024-06-10
P-5207,경기도,고양시,시도,,신원로,3,,경기도 고양시 덕양구 신원동 677,37.6596075947,126.8847582960,덕양구 신원동 677,4,0,,2018,경기도 고양시,031-8075-2578,2024-06-10
P-5316,경기도,고양시,시도,,원흥로,3,경기도 고양시 덕양구 삼송로 8,경기도 고양시 덕양구 원흥동 629,37.6497902,126.8749647,덕양구 원흥동 629 (원흥역1번출구 건너편),4,0,,2018,경기도 고양시,031-8075-2578,2024-06-10
P-5802,경기도,고양시,시도,,동세로,3,경기도 고양시 덕양구 동산2로 1,경기도 고양시 덕양구 동산동 352,37.64485036,126.8861586,"동산동 394 (현대프라자앞,동산고 주변)",4,0,,2016,경기도 고양시,031-8075-2578,2024-06-10
P-7711,경기도,고양시,시도,,일산로,3,경기도 고양시 일산서구 일산로 778,경기도 고양시 일산서구 대화동 2238,37.67447522,126.7481578,대화동 2238 노인복지회관(대화동 2515번지 노인복지회관앞 불법주정차 단속용),4,0,,2015,경기도 고양시,031-8075-2578,2024-06-10
SP-5306,경기도,고양시,시도,,도래울1로,3,,경기도 고양시 일산서구 도내동 432-2,37.6306192,126.8690581,"도내동 432-2 (도래울초등학교, 도래울중학교 사거리)",4,0,,2015,경기도 고양시,031-8075-2578,2024-06-10
SP-5801,경기도,고양시,시도,,용두로,3,경기도 고양시 덕양구 용두로 125,경기도 고양시 덕양구 용두동 19-4,37.62066183,126.893737,용두동 19-4 (용두초교 앞 용두사거리),4,0,,2015,경기도 고양시,031-8075-2578,2024-06-10
P-7718,경기도,고양시,시도,,한류월드로,3,경기도 고양시 일산서구 한류월드로 300,경기도 고양시 일산서구 대화동2606,37.6645541,126.7545266,대화동2606 원마운트사거리,4,0,,2013,경기도 고양시,031-8075-2578,2024-06-10
SP-5D07,경기도,고양시,시도,,화신로,3,경기도 고양시 덕양구 화중로 32-31,경기도 고양시 덕양구 화정동 1000-4,37.6301041,126.8319078,화정동 1000-4 (효원빌딩 앞),4,0,,2013,경기도 고양시,031-8075-2578,2024-06-10
G0263,경기도,고양시,시도,,주엽로,2,경기도 고양시 일산서구 주엽로 123,경기도 고양시 일산서구 주엽동 131,37.66972278,126.7567974,한수초교 건너편 어린이보호구역(주엽역사거리→문촌18단지사거리),2,30,2,2017,경기도북부경찰청,031-961-2651,2025-03-28
P-6531,경기도,고양시,시도,,중앙로,3,경기도 고양시 일산동구 중앙로 지하 1042,경기도 고양시 일산동구 백석동 1538,37.64316083,126.7881716,백석동 1538 (더리브스타일 앞),4,0,,2021,경기도 고양시,031-8075-2578,2024-06-10
P-5728,경기도,고양시,시도,,오금로,3,,경기도 고양시 덕양구 오금동 696 하나님의 교회앞 삼거리,37.66236966,126.9134652,오금동 696 하나님의 교회앞 삼거리,4,0,,2022,경기도 고양시,031-8075-2578,2024-06-10
P-5E07,경기도,고양시,시도,,강매로,3,,경기도 고양시 덕양구 행주내동 316-2,37.6017401896,126.8289595,행주내동 316-2 (행주로 버스정류장 인근),4,0,,2022,경기도 고양시,031-8075-2578,2024-06-10
P-5K12,경기도,고양시,시도,,꽃마을로,3,,경기도 고양시 덕양구 향동동 608-1,37.6018,126.892418,덕양구 향동동 608-1번지 향동2교 앞 사거리,4,0,,2022,경기도 고양시,031-8075-2578,2024-06-10
G3689,경기도,고양시,시도,,권율대로,2,,경기도 고양시 덕양구 원흥동 321-8,37.63519901,126.867876,시점 3차로(고양-&amp;gt;서울),99,70,99,2018,경기도북부경찰청,031-961-2651,2025-03-28
G4331,경기도,고양시,시도,,위시티로,1,,경기도 고양시 일산동구 식사동 1492,37.68158301,126.8131101,"위시티 1,2단지사거리 (동국대병원-&amp;gt;양일초교)",2,50,99,2019,경기도북부경찰청,031-961-2651,2025-03-28
G5367,경기도,고양시,일반국도,1,통일로,2,,경기도 고양시 덕양구 관산동 676-1,37.70865701,126.854688,고골교차로(고양-&amp;gt;파주),2,60,99,2019,경기도북부경찰청,031-961-2651,2025-03-28
G5371,경기도,고양시,시도,,중앙로,2,경기도 고양시 일산동구 중앙로 1256,경기도 고양시 일산동구 마두동 815,37.65782011,126.774613,일산동구청사거리(마두역-&amp;gt;정발산역),2,60,99,2019,경기도북부경찰청,031-961-2651,2025-03-28
H0051,경기도,고양시,시도,,한류월드로,2,,경기도 고양시 일산동구 장항동 1781,37.66139401,126.756781,한류초교 어린이보호구역(킨텍스-&amp;gt;일산호수공원),2,30,2,2020,경기도북부경찰청,031-961-2651,2025-03-28
H0054,경기도,고양시,일반국도,77,자유로,3,,경기도 고양시 덕양구 덕은동 520-274,37.58033011,126.8567601,"GL메트로시티한강지식산업센터 앞 1,2차로(서울→파주)",1,90,99,2020,경기도북부경찰청,031-961-2651,2025-03-28
P-6A03,경기도,고양시,시도,,무궁화로,3,,경기도 고양시 일산동구 장항동 1484,37.660562,126.7665918,장항동 1484 (삼성라끄빌),4,0,,2019,경기도 고양시,031-8075-2578,2024-06-10
P-7739,경기도,고양시,시도,,킨텍스로,3,경기도 고양시 일산서구 킨텍스로 240,경기도 고양시 일산서구 대화동 2603,37.66585766,126.7510974,일산서구 대화동 2603 (한화꿈에그린 106동앞),4,0,,2019,경기도 고양시,031-8075-2578,2024-06-10
G5567,경기도,고양시,일반국도,47,금강로,2,,경기도 포천시 내촌면 소학리 179-2,37.81223321,127.2545612,소학2리마을입구(포천-&amp;gt;서울),2,70,99,2020,경기도북부경찰청,031-961-2651,2025-03-28
G4440,경기도,고양시,시도,,원흥1로,2,,경기도 고양시 덕양구 원흥동 515-4,37.6512125,126.8709638,푸르지오시티 오피스텔 건너편(삼송역-&amp;gt;원당역),2,50,99,2019,경기도북부경찰청,031-961-2651,2025-03-28
G1127,경기도,고양시,시도,,충장로,3,,경기도 고양시 덕양구 성사동 610-19,37.6667285,126.8474607,(의정부⇒원당),2,60,99,2018,경기도북부경찰청,031-961-2651,2025-03-28
P-5K19,경기도,고양시,시도,,향기로,3,,경기도 고양시 덕양구 향동동 5-8,37.6098169506,126.8930176174,향동동 5-8,4,0,,2023,경기도 고양시,031-8075-2578,2024-06-10
P-6955,경기도,고양시,시도,,무궁화로,2,,경기도 고양시 일산동구 장항동 1456,37.6652975473,126.7671336284,장항동 1456,3,0,,2023,경기도 고양시,031-8075-2578,2024-06-10
P-7743,경기도,고양시,시도,,중앙로,3,경기도 고양시 일산서구 중앙로 1600,경기도 고양시 일산서구 대화동 2321,37.67791456,126.745242,일산서구 중앙로 1600 일산서구청(신청사) 1(대화동2428 일산서구청 신청사 옆),4,0,,2019,경기도 고양시,031-8075-2578,2024-06-10
P-6911,경기도,고양시,시도,,중앙로,3,경기도 고양시 일산동구 중앙로1275번길 64,경기도 고양시 일산동구 장항동 755,37.65904068,126.768858,장항동 754 (문화광장 방향 홈플러스 앞),4,0,,2011,경기도 고양시,031-8075-2578,2024-06-10
P-7504,경기도,고양시,시도,,강선로,3,,경기도 고양시 일산서구 주엽동 169,37.66676679,126.7622528,주엽동 169 주엽초등학교 앞(주엽동 100 주엽초등학교 앞),4,0,,2011,경기도 고양시,031-8075-2578,2024-06-10
G8307,경기도,고양시,시도,,경의로,2,경기도 고양시 일산동구 경의로 201,경기도 고양시 일산동구 백석동 1143-3,37.65016186,126.798267,KT삼거리(백마역-&amp;gt;곡산역),2,60,99,2021,경기도북부경찰청,031-961-2651,2025-03-28
G8304,경기도,고양시,일반국도,77,자유로,2,,경기도 고양시 일산서구 구산동 1614-1,37.67896086,126.6819014,"구산IC 종점 1,2차로(서울-&amp;gt;파주)",1,90,99,2021,경기도북부경찰청,031-961-2651,2025-03-28
G3025,경기도,고양시,시도,,덕수천2로,1,,경기도 고양시 덕양구 동산동 397,37.64971301,126.893445,삼송3차 308동 앞 (대림1차&amp;gt; 고양동산초등학교),2,50,99,2019,경기도북부경찰청,031-961-2651,2025-03-28
P-5904,경기도,고양시,시도,,혜음로,3,경기도 고양시 덕양구 혜음로 68,경기도 고양시 덕양구 고양동 174-1,37.7065647,126.9029104,덕양구 혜음로 68(고양동)  고양사거리,4,0,,2012,경기도 고양시,031-8075-2578,2024-06-10
P-5104,경기도,고양시,시도,,호국로,3,경기도 고양시 덕양구 호국로789번길 6,경기도 고양시 덕양구 주교동 615-6,37.6569478,126.8360807,덕양구 호국로 789번길 6(주교우체국 앞),4,0,,2007,경기도 고양시,031-8075-2578,2024-06-10
P-5401,경기도,고양시,시도,,고양대로,3,,경기도 고양시 덕양구 성사동 725,37.65317373,126.8371413,덕양구 고양대로 1384번길 30(신원당마을 904동 앞),4,0,,2007,경기도 고양시,031-8075-2578,2024-06-10
P-5903,경기도,고양시,시도,,혜음로,3,경기도 고양시 덕양구 혜음로 43,경기도 고양시 덕양구 고양동 120-1,37.70442715,126.9019008,덕양구 혜음로 43(벽제농협 앞),4,0,,2007,경기도 고양시,031-8075-2578,2024-06-10
P-5C10,경기도,고양시,시도,,화신로,3,경기도 고양시 덕양구 화정로 47,경기도 고양시 덕양구 화정동 969,37.63519647,126.8314074,덕양구 화신로53 (세이브존 앞),4,0,,2007,경기도 고양시,031-8075-2578,2024-06-10
SP-5824,경기도,고양시,시도,,의장로,3,경기도 고양시 덕양구 의장로 29-35,경기도 고양시 덕양구 도내동 1119-3,37.6252911,126.8728624,도내동 1119-3,4,0,,2018,경기도 고양시,031-8075-2578,2024-06-10
SP-5F19,경기도,고양시,시도,,성신로,3,경기도 고양시 덕양구 중앙로 527,경기도 고양시 덕양구 행신동 983-1,37.62194692,126.8364546,행신동 986 행신초등학교,4,0,,2018,경기도 고양시,031-8075-2578,2024-06-10
SP-7227,경기도,고양시,시도,,일청로,3,경기도 고양시 일산서구 일청로 52,경기도 고양시 일산서구 일산동 586,37.68824583,126.7731068,일산동 586 산소망장로교회 앞,4,0,,2018,경기도 고양시,031-8075-2578,2024-06-10
